meal_name,recipe,ingredients,calories,proteins,carbohydrates,fats,image_url
Blackberry Fool,"Para las galletas, precaliente el horno a 200c/180c (ventilador)/gas 6 y alinee dos bandejas para hornear grandes con pergamino para hornear. Espare las nueces sobre una bandeja para hornear y asa en el horno durante 6-8 minutos, o hasta que estén doradas. Míralos cuidadosamente para que no tengan la oportunidad de quemar. Retirar del horno, inclinar sobre una tabla y dejar enfriar.
Coloque la mantequilla y el azúcar en un tazón grande y bata con una cuchara de madera hasta que estén ligeras y cremosas. Corte bruscamente las nueces enfriadas y agregue a la mantequilla y el azúcar crema, junto con la ralladura de limón, la harina y el polvo de hornear. Revuelva bien hasta que la mezcla se una y forme una pelota; es posible que necesite usar sus manos.
Divida la masa de galletas en 24 piezas pares y enrolle en bolas pequeñas. Coloque las bolas las bandejas de hornear preparadas, separadas bien para permitir la propagación.
Presione las galletas para aplanar a alrededor de 1 cm/½ pulgada de espesor. Hornee las galletas, una bandeja a la vez, durante 12 minutos o hasta que esté muy pálido dorado. Deja enfriar en las bandejas. Serán muy suaves cuando los saces del horno, pero se callarán a medida que se enfríen.
Almacene en una lata hermética y coma en cinco días.
Para el tonto, enjuague las moras en un colador para lavar el polvo o la suciedad. Ponga las moras en una cacerola antiadherente y espolvoree sobre el azúcar de la colcha.
Agregue el jugo de limón y caliente suavemente durante dos minutos, o hasta que las moras comiencen a ablandar y liberar sus jugos. Retire y reserve 12 moras para la decoración y continúe cocinando el resto.
Cocine a fuego lento las moras muy suavemente durante 15 minutos, revolviendo regularmente hasta que estén muy suaves y calamares. Retire del fuego y presione las bayas y el jugo a través de un tamiz sobre un tazón, usando el fondo de un cucharón para ayudarlo a extraer la mayor cantidad posible del puré. Deja que el puré se enfríe y deseche las semillas. Debe terminar con alrededor de 325 ml/11fl oz de puré.
Coloque la crema y el yogur en un tazón grande y batir con un batidor eléctrico hasta que se formen picos suaves cuando se quite el batidor del tazón; la acidez de la fruta espesará aún más la crema, así que no lo lleve demasiado lejos.
Cuando el puré esté completamente frío, ajuste la dulzura al gusto agregando más azúcar si es necesario. Vérdelo en el tazón con la crema batida y el yogur y revuelva solo una o dos veces hasta que se combine muy ligeramente.
Coloque el tonto de la mora en platos individuales de vidrio ancho, o un tazón grande y grande. Debería parecer bastante veteado, así que no lo exagere. Dispersan algunas pequeñas hojas de menta en la parte superior y decoran con las moras reservadas. Espolvorea con un poco de azúcar si quieres y sirve con las galletas de avellana.","Hazlenuts, mantequilla, azúcar de lanzadores, limón, harina lisa, polvo de hornear, moras, azúcar, azúcar de lanzador, jugo de limón, crema doble, yogurt, menta",2900.0,36.84249999999997,410.365,217.335,https://www.themealdb.com/images/media/meals/rpvptu1511641092.jpg
Mee Goreng Mamak,"Caliente el aceite en una sartén a fuego medio. Luego, agregue maní, chiles secos, camarones secos y dhal. Fríe los aromáticos hasta que se fragante. Retire de la sartén y deje de lado.

Mezcle los ingredientes fritos con pasta de tamarindo y agua hasta que estén bien. Luego, saltee los ingredientes mezclados en aceite calentado a fuego lento. Continúe cocinando hasta que el aceite se separe de la pasta y gire un tono más oscuro.

Piel y corte las papas en trozos pequeños y hervirlas en una olla de agua hasta que tenga en cuenta. Una vez listo, retírelos de la olla y deje de lado. Deseche el agua.

Corte la cebolla y el tofu frito, el ajo picado, corte un poco de repollo y repollo con flores chinas (Choi Sam). Prepare buñuelos de gambas y córtalos. Hervir fideos para suavizarlos si se compra seca. También mezcle la salsa de soja negra con agua.

Para freír una porción de MEE Goreng Mamak, caliente el aceite y agregue 1/4 de los siguientes ingredientes en este orden: ajo, cebolla, pasta. Saltee hasta que sea fragante. Opcionalmente, agregue langostinos.

Agregue 1/4 cantidad de tofu, papas hervidas, repollo, repollo con flores chinas y buñuelos de gambas. Saltee por otros 30 segundos.

Agregue fideos al wok. Agregue 3 cucharadas de mezcla de salsa de soja oscura. Mezcle uniformemente durante el siguiente 1 minuto. Luego, mueva los fideos hacia un lado del wok. Agregue un huevo. Adorne con una rebanada de lima y rebanadas de chiles verdes. Para cocinar otro plato de fideos, repita desde el paso 5 en adelante.","Maní, chile, langostinos, aceite, agua, pasta de tamarindo, papas, cebolla roja, diente de ajo, repollo, brócoli chino, tofu, salsa de soja, fideos, huevo",250.0,20.895499999999974,56.9445,25.133000000000003,https://www.themealdb.com/images/media/meals/xquakq1619787532.jpg
Garbanzos fajitas,"Caliente el horno a 200c/180c ventilador/gas 6 y alinee una bandeja para hornear con papel de aluminio. Escurrir los garbanzos, secar y dar vueltas sobre la bandeja de hornear preparada. Agregue el aceite y el pimentón, revuelva para cubrir, luego asa durante 20-25 minutos hasta que se doren y estén crujientes, temblando a la mitad de la cocción.

Mientras tanto, coloque los tomates y la cebolla en un tazón pequeño con el vinagre y reserve en pickle. Coloque el aguacate en otro tazón y puré con un tenedor, dejando algunos trozos más grandes. Agregue el jugo de lima y sazone bien. Mezcle la crema agria con la harissa y reserve hasta que esté lista para servir.

Calienta una sartén hasta que casi fumar. Agregue las tortillas, una a la vez, carbonizando cada lado hasta que esté caliente con líneas de plancha. 

Coloque todo sobre la mesa y construya las fajitas: extienda un poco de la crema Harissa sobre la tortilla, cubra con garbanzos asados, guacamole, salsa en escabeche y cilantro, si lo desea. Sirva con las cuñas de lima para apretar.","Garbanzos, aceite de oliva, pimentón, tomates, cebollas rojas, vinagre de vino tinto, aguacate, lima, lima, crema agria, especias de harissa, tortillas de maíz, cilantro",1301.0,84.5105,256.90000000000003,43.6245,https://www.themealdb.com/images/media/meals/tvtxpq1511464705.jpg
Sopa de tomate cremosa,"Coloque el aceite, las cebollas, el apio, las zanahorias, las papas y las hojas de laurel en una gran cacerola, o dos cacerolas. Freír suavemente hasta que las cebollas se ablanden, unos 10-15 minutos. Llena la tetera y hierve.
Agregue el puré de tomate, el azúcar, el vinagre, los tomates picados y el passata, luego se desmorone en los cubos de caldo. Agregue 1 litro de agua hirviendo y llevar a fuego lento. Cubra y cocine a fuego lento durante 15 minutos hasta que la papa esté tierna, luego retire las hojas de la bahía. Purée con una licuadora de palo (o poner una licuadora en lotes) hasta que sea muy suave. Sazone para probar y agregue una pizca más de azúcar si la necesita. La sopa ahora se puede enfriar y enfriarse por hasta 2 días, o congelarse por hasta 3 meses.
Para servir, recaliente la sopa, revolviendo la leche, trate de no dejar que hierva. Sirva en tazones pequeños con rollos de salchicha con queso.","Aceite de oliva, cebollas, apio, zanahorias, papas, hoja de laurel, puré de tomate, azúcar, vinagre blanco, tomates picados, pases, cubo de vegetales, leche entera",360.0,33.88999999999995,180.34,60.22,https://www.themealdb.com/images/media/meals/stpuws1511191310.jpg
Lentejas de tahini,"En una jarra, mezcle el tahini con la ralladura y el jugo del limón y los 50 ml de agua fría para hacer un adherido. Sazone al gusto, luego reserve.
Calienta el aceite en un wok o una sartén grande a fuego medio-alto. Agregue la cebolla roja, junto con una pizca de sal, y fríe durante 2 minutos hasta que comience a ablandar y colorear. Agregue el ajo, la pimienta, las judías verdes y el calabacín y fríe durante 5 minutos, revolviendo con frecuencia.
Punte la col rizada, las lentejas y el aderezo de tahini. Mantenga la sartén en el fuego durante un par de minutos, revolviendo todo hasta que la col rizada esté marchita y todo esté cubierto con el aderezo cremoso.","Tahini, limón, aceite de oliva, cebolla roja, ajo, pimienta amarilla, judías verdes, calabacines, col rizada, lentejas",250.0,12.16,24.54,27.340000000000003,https://www.themealdb.com/images/media/meals/vpxyqt1511464175.jpg
Pollo del general Tso,"INSTRUCCIONES:
Paso 1 - Salsa
En un tazón, agregue 2 tazas de agua, 2 cucharadas de salsa de soja, 2 cucharadas de vinagre blanco, vino de cocción de jerez, 1/4 cucharadita de pimienta blanca, jengibre picado, ajo picado, pimienta caliente, salsa de salsa de salsa y azúcar.
Mezclar bien y reservar.
Paso 2 - Marinar el pollo
En un tazón, agregue el pollo, 1 pizca de sal, 1 pizca de pimienta blanca, 2 claras de huevo y 3 cucharadas de almidón de maíz
Paso 3 - Freír el pollo
Freír el pollo a 350 grados durante 3-4 minutos o hasta que esté dorado y afloje el pollo para que no se pegue.
Pon el pollo a un lado.
Paso 4 - salteado
Agregue la salsa al wok y luego el brócoli y espere hasta que esté hirviendo.
Para espesar la salsa, mezcle 2 cucharadas de maicena y 4 cucharadas de agua en un tazón y agregue lentamente a su salteado hasta que sea el grosor correcto.
A continuación, agregue el pollo y saltee por un minuto y sirva en un plato","Pechuga de pollo, harina lisa, huevo, almidón, polvo de hornear, sal, sal de cebolla, ajo en polvo, agua, caldo de pollo, salsa de pato, salsa de soja, miel, vinagre de arroz, aceite de semilla de sésamo, gochujang, almidón, ajo, cebolletas, jengibre",125.0,3.649000000000001,43.20100000000001,1.5805,https://www.themealdb.com/images/media/meals/1529444113.jpg
Polskie Naleśniki (panqueques polacos),"Agregue harina, huevos, leche, agua y sal en un tazón grande y luego mezcle con una batidora de mano hasta que tenga una masa suave y sin bulto.
En este punto, mezcle la mantequilla o el aceite vegetal. Alternativamente, puede usarlos para engrasar la sartén antes de freír cada panqueque.
Calienta una sartén antiadherente a fuego medio, luego vierte la masa, girando la sartén para ayudarlo a extenderse.
Cuando el panqueque comienza a alejarse un poco de los lados, y la parte superior ya no está húmeda, voltea y cocine en breve en el otro lado también.
Transferir a un plato. Cocine la masa restante hasta que todo se agotara.
Sirva caliente, con el relleno de su elección.","Harina, huevos, leche, agua, sal, azúcar, mantequilla",375.0,19.92,108.08,8.976,https://www.themealdb.com/images/media/meals/58bkyo1593350017.jpg
Lingüe de calabaza,"Caliente el horno a 200c/180c ventilador/gas 6. Pon la calabaza y el ajo en una bandeja para hornear y rocíe con el aceite de oliva. Ase durante 35-40 minutos hasta que estén suaves. Estación.
Cocine la pasta de acuerdo con las instrucciones del paquete. Drene, reservando el agua. Use una licuadora de palo para azotar la calabaza con 400 ml de agua de cocción. Calienta un poco de aceite en una sartén, fríe la salvia hasta que estén crujientes, luego escurra sobre papel de cocina. Incline la pasta y la salsa en la sartén y caliente. Disperso con salvia.","Squash, ajo, aceite de oliva, pasta de linguin, salvia",1050.0,49.0,302.4,5.635,https://www.themealdb.com/images/media/meals/wxswxy1511452625.jpg
Pastel de tortilla provenzal,"Rompe los huevos en dos tazones, cinco en cada uno. Batir ligeramente y sazonar con sal y pimienta. Calienta el aceite en una sartén, agregue los calabacines y las cebolletas, luego fríe suavemente durante unos 10 minutos hasta que se ablanden. Enfríe, luego revuelva en un tazón de huevos con un poco de sal y pimienta. Agregue los pimientos asados ​​al otro tazón de huevos con el ajo, el chile, la sal y la pimienta.
Calienta un poco de aceite en una sartén de 20-23 cm, preferiblemente antiadherente. Vierte los huevos con calabacín en una jarra de medición, luego vertiendo un tercio de la mezcla en la sartén, girando para cubrir la base de la sartén. Cocine hasta que el huevo esté colocado y se dore ligeramente debajo, luego cubra la sartén con un plato e invierta la tortilla sobre él. Deslízalo en la sartén para cocinar el otro lado. Repita con la mezcla restante para hacer dos tortillas más, agregando un poco de aceite a la sartén cada vez. Apila las tortillas en un plato. Haga tres tortillas de la misma manera con la mezcla de pimiento rojo, luego apilarlas en un plato separado.
Ahora haz el relleno. Batir el queso para ablandarlo, luego bata la leche para hacer una consistencia propagable. Agregue las hierbas, la sal y la pimienta. Forre una lata de pastel redonda profunda de 20-23 cm con película de adhesivo (use una lata del mismo tamaño que la sartén). Seleccione la mejor tortilla de pimiento rojo y colóquelo en la lata, más bonita. Extienda con una capa delgada de relleno de queso, luego cubra con una tortilla de calabacín. Repita, alternando las capas, hasta que todas las tortillas y el relleno estén en la lata, terminando con una tortilla. Voltee la película adhesiva sobre la tortilla, luego enfríe hasta las 24 horas.
Para servir, invierta el pastel de tortilla en una placa de servicio y despegue la película adhesiva. Ponga cohete en la parte superior y se dispersa sobre el queso, una llovizna de aceite de oliva y un poco de pimienta negra recién molida. Servir cortado en cuñas.","Huevos, aceite de oliva, calabacines, cebolletas, pimiento rojo, diente de ajo, chile rojo, queso crema, leche, cebollino, albahaca, cohete, parmesano",900.0,18.637000000000004,17.441,103.244,https://www.themealdb.com/images/media/meals/qwtrtp1511799242.jpg
Yaki udon,"Hervir un poco de agua en una cacerola grande. Agregue 250 ml de agua fría y los fideos Udon. (Como son tan espesos, agregar agua fría les ayuda a cocinar un poco más lento para que el medio se cocine). Si usa fideos congelados o frescos, cocine durante 2 minutos o hasta que al dente; Dried llevará más tiempo, unos 5-6 minutos. Drene y deje en el colador.
Caliente 1 cucharada del aceite, agregue la cebolla y el repollo y saltee durante 5 minutos hasta que se ablanden. Agregue los champiñones y algunas cebolletas, y saltee por 1 minuto más. Vierta el aceite de sésamo restante y los fideos. Si usa fideos fríos, déjelos calentarse antes de agregar los ingredientes para la salsa; de lo contrario, incline de inmediato y siga saltando hasta que estén pegajosos y en caliente. Espolvorea con las cebolletas restantes.","Fideos Udon, aceite de semilla de sésamo, cebolla, repollo, champiñones shiitake, cebolletas, mirin, salsa de soja, azúcar de lanzadores, salsa de Worcestershire",750.0,32.5,186.75,3.775,https://www.themealdb.com/images/media/meals/wrustq1511475474.jpg
Bisque de gambas y hinojo,"Con cáscara las gambas, luego fríe las conchas en el aceite en una sartén grande durante unos 5 minutos. Agregue la cebolla, el hinojo y las zanahorias y cocine durante unos 10 minutos hasta que las verduras comiencen a suavizarse. Vierta el vino y el brandy, burbujee durante aproximadamente 1 minuto para expulsar el alcohol, luego agregar los tomates, el caldo y el pimentón. Cubre y cocine a fuego lento durante 30 minutos. Mientras tanto, corta las gambas.
Aplore la sopa lo más finamente posible con una licuadora o procesador de alimentos, luego presione un tamiz en un tazón. Pase un poco de tiempo trabajando realmente la mezcla a través del tamiz, ya que esto le dará a la sopa su textura aterciopelada.
Vuelva a inclinar en una sartén limpia, agregue las gambas y cocine durante 10 minutos, luego bombee nuevamente hasta que quede suave. Puede hacer y enfriar esto con un día por delante o congelarlo durante 1 mes. Descongele la vía del horno en el refrigerador. Para servir, recaliente suavemente en una sartén con la crema. Si está adornando, cocine los 8 langostinos en un poco de mantequilla. Coloque en tazones pequeños y cubra con las gambas y cortes hojas de hinojo.","Langostinos de tigre, aceite de oliva, cebolla, hinojo, zanahorias, vino blanco seco, brandy, tomates picados, caldo de pescado, pimentón, crema doble, langostinos",450.0,70.75759999999998,41.82499999999999,59.6531,https://www.themealdb.com/images/media/meals/rtwwvv1511799504.jpg
